date,sunriseTime,sunsetTime,temperatureMin,temperatureMax,moonPhase,icon,summary
2014-10-06,07:10:11,18:45:14,47.54,74.84,0.44,partly-cloudy-night,Partly cloudy overnight.
2014-10-07,07:11:08,18:43:41,61.42,72.07,0.47,rain,Rain starting in the evening.
2014-10-08,07:12:05,18:42:09,58.57,77.14,0.51,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-10-09,07:13:02,18:40:37,52.84,72.34,0.55,partly-cloudy-night,Mostly cloudy starting in the evening.
2014-10-10,07:14:00,18:39:07,56.1,64.14,0.58,partly-cloudy-day,Partly cloudy until afternoon.
2014-10-11,07:14:59,18:37:37,54.03,58.85,0.62,rain,Light rain in the morning.
2014-10-12,07:15:57,18:36:07,50.63,62.98,0.65,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-10-13,07:16:56,18:34:39,59.36,66.53,0.68,rain,Rain until afternoon.
2014-10-14,07:17:56,18:33:11,63.99,79.68,0.71,clear-day,Clear throughout the day.
2014-10-15,07:18:55,18:31:44,63.03,77.79,0.74,rain,"Heavy rain starting in the afternoon, continuing until evening."
2014-10-16,07:19:56,18:30:17,59.29,65.28,0.77,partly-cloudy-night,Partly cloudy starting in the afternoon.
2014-10-17,07:20:56,18:28:52,54.99,72.6,0.8,clear-day,Clear throughout the day.
2014-10-18,07:21:57,18:27:28,54.6,71.19,0.83,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-10-19,07:22:58,18:26:04,48.55,60.02,0.86,partly-cloudy-night,Partly cloudy in the morning.
2014-10-20,07:24:00,18:24:42,43.43,67.02,0.9,partly-cloudy-night,Partly cloudy starting in the evening.
2014-10-21,07:25:02,18:23:20,52.06,69.36,0.93,rain,Rain starting in the afternoon.
2014-10-22,07:26:05,18:22:00,54.21,56.62,0.96,rain,Rain until evening.
2014-10-23,07:27:08,18:20:41,52.97,64.54,0.99,partly-cloudy-day,Partly cloudy until afternoon.
2014-10-24,07:28:11,18:19:22,54.73,68.32,0.02,clear-day,Clear throughout the day.
2014-10-25,07:29:15,18:18:05,47.13,72.38,0.06,clear-day,Clear throughout the day.
2014-10-26,07:30:19,18:16:49,52.6,70.38,0.09,clear-day,Clear throughout the day.
2014-10-27,07:31:23,18:15:35,43.35,69.54,0.13,clear-day,Clear throughout the day.
2014-10-28,07:32:28,18:14:21,55.24,77.7,0.16,clear-day,Clear throughout the day.
2014-10-29,07:33:33,18:13:09,51.76,68.56,0.2,rain,Light rain in the afternoon.
2014-10-30,07:34:38,18:11:58,46.95,59.59,0.24,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-10-31,07:35:44,18:10:49,44.38,55.77,0.27,partly-cloudy-night,Partly cloudy starting in the evening.
2014-11-01,07:36:50,18:09:40,47.74,52.75,0.31,wind,"Partly cloudy starting in the afternoon, continuing until evening, and breezy overnight."
2014-11-02,06:37:56,17:08:34,43.75,52.04,0.35,rain,Light rain until afternoon and breezy in the morning.
2014-11-03,06:39:03,17:07:28,43.04,63.13,0.39,partly-cloudy-night,Partly cloudy overnight.
2014-11-04,06:40:09,17:06:24,44.51,66.72,0.42,clear-day,Clear throughout the day.
2014-11-05,06:41:16,17:05:22,51.62,64.86,0.46,rain,Light rain overnight.
2014-11-06,06:42:23,17:04:21,53.86,62,0.49,rain,Rain in the morning and afternoon.
2014-11-07,06:43:31,17:03:21,42.09,55.5,0.53,partly-cloudy-day,Partly cloudy until evening.
2014-11-08,06:44:38,17:02:24,34.42,52.18,0.57,clear-day,Clear throughout the day.
2014-11-09,06:45:45,17:01:27,41.98,59.11,0.6,clear-day,Clear throughout the day.
2014-11-10,06:46:53,17:00:33,39.7,63.79,0.63,clear-day,Clear throughout the day.
2014-11-11,06:48:00,16:59:40,41.87,70.28,0.66,partly-cloudy-day,Partly cloudy in the morning.
2014-11-12,06:49:08,16:58:49,46.33,65.34,0.69,partly-cloudy-night,Partly cloudy overnight.
2014-11-13,06:50:15,16:57:59,38.45,46.63,0.72,rain,Light rain in the evening.
2014-11-14,06:51:23,16:57:11,34.1,42.14,0.75,partly-cloudy-day,Partly cloudy in the afternoon.
2014-11-15,06:52:30,16:56:25,31.83,44.51,0.78,partly-cloudy-night,Partly cloudy overnight.
2014-11-16,06:53:37,16:55:41,35.14,47.11,0.81,rain,Light rain overnight.
2014-11-17,06:54:44,16:54:59,42.49,50.51,0.84,rain,Rain until afternoon and breezy overnight.
2014-11-18,06:55:50,16:54:18,25.98,40.98,0.87,wind,Breezy in the morning.
2014-11-19,06:56:56,16:53:40,21.52,38.85,0.9,partly-cloudy-night,Partly cloudy in the evening.
2014-11-20,06:58:02,16:53:03,35.07,54.44,0.94,wind,Partly cloudy in the afternoon and breezy overnight.
2014-11-21,06:59:08,16:52:28,29.27,37.67,0.97,clear-day,Clear throughout the day.
2014-11-22,07:00:13,16:51:55,25.01,49.63,0.01,partly-cloudy-night,Partly cloudy overnight.
2014-11-23,07:01:18,16:51:24,39.72,56.16,0.04,rain,Rain overnight.
2014-11-24,07:02:22,16:50:55,55.04,72.07,0.08,partly-cloudy-day,Partly cloudy in the morning.
2014-11-25,07:03:25,16:50:28,48.67,66.49,0.11,partly-cloudy-night,"Partly cloudy starting in the afternoon, continuing until evening."
2014-11-26,07:04:28,16:50:03,35.53,49.4,0.15,rain,Rain until evening.
2014-11-27,07:05:30,16:49:40,36.69,46.74,0.19,partly-cloudy-day,Partly cloudy in the afternoon.
2014-11-28,07:06:32,16:49:19,31.92,38.96,0.22,partly-cloudy-day,Partly cloudy until afternoon.
2014-11-29,07:07:32,16:49:00,32.59,47.27,0.26,partly-cloudy-night,Mostly cloudy in the morning.
2014-11-30,07:08:32,16:48:43,40.15,63.18,0.3,clear-day,Clear throughout the day.
2014-12-01,07:09:31,16:48:29,46.83,68.73,0.34,rain,Rain in the evening and overnight.
2014-12-02,07:10:29,16:48:16,36.38,45.13,0.37,rain,Rain in the morning and evening.
2014-12-03,07:11:26,16:48:05,38.25,52.63,0.41,partly-cloudy-day,Partly cloudy in the afternoon.
2014-12-04,07:12:22,16:47:57,34.96,45.29,0.44,partly-cloudy-day,Partly cloudy in the morning.
2014-12-05,07:13:17,16:47:51,40.58,42.74,0.48,partly-cloudy-day,Partly cloudy in the afternoon.
2014-12-06,07:14:11,16:47:46,42.63,51.11,0.52,rain,Rain starting in the afternoon.
2014-12-07,07:15:03,16:47:44,37.85,49,0.55,clear-day,Clear throughout the day.
2014-12-08,07:15:54,16:47:45,33.36,37.13,0.58,rain,Light rain overnight.
2014-12-09,07:16:44,16:47:47,34.21,45.71,0.61,rain,Light rain in the morning and afternoon.
2014-12-10,07:17:33,16:47:51,38.98,48.16,0.64,wind,Breezy until afternoon and partly cloudy in the afternoon.
2014-12-11,07:18:20,16:47:58,35.83,42.51,0.67,partly-cloudy-night,"Partly cloudy starting in the afternoon, continuing until evening."
2014-12-12,07:19:05,16:48:06,35.77,44.16,0.7,partly-cloudy-day,Partly cloudy in the morning.
2014-12-13,07:19:50,16:48:17,30.65,47.46,0.73,partly-cloudy-night,Partly cloudy overnight.
2014-12-14,07:20:32,16:48:30,33.18,53.96,0.76,partly-cloudy-night,Mostly cloudy overnight.
2014-12-15,07:21:13,16:48:44,38.77,56.04,0.79,clear-day,Clear throughout the day.
2014-12-16,07:21:53,16:49:01,37.81,47.49,0.82,rain,Rain until afternoon.
2014-12-17,07:22:30,16:49:20,40.23,55.05,0.85,partly-cloudy-day,Partly cloudy in the afternoon.
2014-12-18,07:23:07,16:49:41,36.36,40.16,0.88,partly-cloudy-day,Partly cloudy until afternoon.
2014-12-19,07:23:41,16:50:04,33.28,40.51,0.91,clear-day,Clear throughout the day.
2014-12-20,07:24:13,16:50:29,28.87,38.11,0.95,partly-cloudy-day,"Partly cloudy starting in the afternoon, continuing until evening."
2014-12-21,07:24:44,16:50:56,32.83,43.16,0.98,clear-day,Clear throughout the day.
2014-12-22,07:25:13,16:51:25,31.36,38.31,0.03,rain,"Light rain starting in the afternoon, continuing until evening."
2014-12-23,07:25:40,16:51:56,37.76,46.04,0.06,rain,Rain overnight.
2014-12-24,07:26:05,16:52:29,45.04,56.72,0.1,rain,Rain until afternoon.
2014-12-25,07:26:28,16:53:03,44.94,58.72,0.13,rain,Light rain in the morning.
2014-12-26,07:26:49,16:53:39,34.57,50.11,0.17,clear-day,Clear throughout the day.
2014-12-27,07:27:09,16:54:18,35.32,57.95,0.21,partly-cloudy-day,Partly cloudy in the morning.
2014-12-28,07:27:26,16:54:57,44.68,55.91,0.25,rain,Light rain in the evening and overnight.
2014-12-29,07:27:41,16:55:39,42.21,46.49,0.28,partly-cloudy-night,Mostly cloudy overnight.
2014-12-30,07:27:54,16:56:22,30.94,42.16,0.32,partly-cloudy-day,Partly cloudy in the morning.
2014-12-31,07:28:05,16:57:07,28.14,37.51,0.35,clear-day,Clear throughout the day.
